Topic	Doc_ID	Title	words
30	261	Deep Reinforcement Learning for Load-Balancing Aware Network Control in IoT Edge Systems	security privacy computing attacks communication
15	262	Obstructive Sleep Apnea and Lung Cancer: A Systematic Review and Meta-analysis of 4,885,518 Participants.	sleep osa apnea cbt insomnia
23	263	Current trends in pediatric moyamoya: a survey of international practitioners	pulmonary heart ventricular af ecmo
12	264	Choroidal Thickness by Handheld Swept-Source Optical Coherence Tomography in Term Newborns.	retinal eye eyes vision oct
0	265	Positive radial solutions to classes of p-Laplacian systems on the exterior of a ball with nonlinear boundary conditions	prove theorem vertex algebra graphs
9	266	Deep Multi-View Learning to Rank	learning network image deep neural
-1	267	The influence of incoming turbulence on the dynamic modes of an NREL-5MW wind turbine wake	health care study research used
29	268	“What Do We Do For Snacks?”: The Perceived Role of Parks and Recreation Administrators in the Youth Sports Food Environment	environmental sustainability tourism bioeconomy sports
-1	269	Expansion of FCGR3A+ macrophages, FCN1+ mo-DC, and plasmacytoid dendritic cells associated with severe skin disease in systemic sclerosis.	health care study research used
5	270	On High and Extreme Wind Calibration Using ASCAT	surface italic satellite ocean observations
26	271	Nucleocapsid mutations in SARS-CoV-2 augment replication and pathogenesis.	covid 19 sars cov infection
29	272	A big-data analysis of human-nature relations in newspaper coverage	environmental sustainability tourism bioeconomy sports
28	273	Outcomes After Operative Fixation of Vancouver B2 and B3 Type Periprosthetic Fractures.	fracture fractures fixation trauma injuries
-1	274	Resilience of electric utilities during the COVID-19 pandemic in the framework of the CIGRE definition of Power System Resilience	health care study research used
-1	275	Joint Stance and Rumor Detection in Hierarchical Heterogeneous Graph	health care study research used
24	276	Assessment of HLA-B Genetic Variation with an HLA-B Leader Tool and Implications in Clinical Transplantation	cell cells cancer tumor survival
38	277	Engagement and Efficiency of Remote Higher Education: An Economics Perspective	students chapter jats education student
9	278	Planetary gearbox fault diagnosis using bidirectional-convolutional LSTM networks	learning network image deep neural
38	279	Learning and Reconciliation Through Indigenous Education in Oceania - Why Some Young CHamorus Actively Learn the CHamoru Language While Others Do Not	students chapter jats education student
9	280	FPCR-Net: Feature pyramidal correlation and residual reconstruction for optical flow estimation	learning network image deep neural
9	281	Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing	learning network image deep neural
-1	282	Codebook-Based Beam Tracking for Conformal Array-Enabled UAV mmWave Networks	health care study research used
24	283	Enhanced Vulnerability of LKB1-Deficient NSCLC to Disruption of ATP Pools and Redox Homeostasis by 8-Cl-Ado.	cell cells cancer tumor survival
-1	284	An Estimation Algorithm for General Linear Single Particle Tracking Models with Time-Varying Parameters.	health care study research used
24	285	Predictive Value of a Genomic Classifier in Indeterminate Thyroid Nodules Based on Nodule Size.	cell cells cancer tumor survival
-1	286	The decision sampling framework: a methodological approach to investigate evidence use in policy and programmatic innovation	health care study research used
-1	287	Topological filtering for 3D microstructure segmentation	health care study research used
-1	288	Systemic Anticoagulation and Reversal.	health care study research used
30	289	Workflow Provenance in the Lifecycle of Scientific Machine Learning	security privacy computing attacks communication
-1	290	Utilisation of sexual and reproductive health services among street children and young adults in Kampala, Uganda: does migration matter?	health care study research used
-1	291	Prevalence and strain composition of potato virus Y circulating in potato fields in China's north-central province Shanxi.	health care study research used
24	292	PEG10 amplification at 7q21.3 potentiates large-cell transformation in cutaneous T-cell lymphoma	cell cells cancer tumor survival
30	293	Opening the Doors to Dynamic Camouflaging: Harnessing the Power of Polymorphic Devices	security privacy computing attacks communication
-1	294	Beyond The High Prices Of Prescription Drugs: A Framework To Assess Costs, Resource Allocation, And Public Funding	health care study research used
-1	295	MOTIVATIONS AND BARRIERS TOWARD IMPLEMENTATION OF A RECTAL CANCER SYNOPTIC OPERATIVE REPORT: A PROCESS EVALUATION.	health care study research used
8	296	Mechanical rigidity of a shape-memory metal-organic framework increases by crystal downsizing.	alloys alloy corrosion grain material
5	297	Statistical modelling and climate variability of compound surge and precipitation events in a managed water system: a case study in the Netherlands	surface italic satellite ocean observations
-1	298	Associations of oral contraceptives with mammographic breast density in premenopausal women.	health care study research used
12	299	Measuring the Behavioral Effects of Intraocular Scatter.	retinal eye eyes vision oct
14	300	Dynamic functional brain connectivity underlying temporal summation of pain in fibromyalgia.	brain neurofeedback eeg functional tms
-1	301	Promise, pitfalls and progress of on-line cognitive behavioural therapy: Lessons learned from a paediatric oncology unit	health care study research used
19	302	A real-world study of the longitudinal course of itch severity and frequency in adults with atopic dermatitis.	anaphylaxis itch allergic topical epinephrine
1	303	Role of conventional and split feeding of various limestone particle size ratios on the performance and egg quality of Hy-Line® W-36 hens in the late production phase	milk cows beef production semen
-1	304	Variable negative external pressure-an alternative to continuous positive airway pressure for the treatment of obstructive sleep apnea: a pilot study.	health care study research used
2	305	Trace-element compositions of sulfides from inactive Tianzuo hydrothermal field, Southwest Indian Ridge: Implications for ultramafic rocks hosting mineralization	mantle rocks zircon ma minerals
-1	306	Buffeting analysis of a suspension bridge under construction based on adjacent wind field data	health care study research used
-1	307	Designing Voter Education Across the States: State Responses to the Help America Vote Act	health care study research used
31	308	Price-Directed Cost Sharing and Demand Allocation Among Service Providers with Multiple Demand Sources and Multiple Facilities	transit traffic vehicle travel transportation
35	309	A repo model of fire sales with VWAP and LOB pricing mechanisms	financial banks monetary debt stock
38	310	Teaching Controversial Issues: Using Text Clusters of Picture Books to Teach About Homelessness	students chapter jats education student
26	311	Antenatal care providers’ attitudes and beliefs towards maternal vaccination in Kenya	covid 19 sars cov infection
22	312	Anti-HIV antibody development up to one year after antiretroviral therapy initiation in acute HIV infection.	hiv art msm adolescent bdnf
3	313	Development of a Rapid Sporulation Method of Fusarium graminearum Using Liquid Cultivation.	plant plants species isolates cultivars
-1	314	KidsAnxiety and the Digital World.	health care study research used
9	315	3D Pyramid Pooling Network for Abdominal MRI Series Classification.	learning network image deep neural
6	316	Start-up shear flow of a shear-thinning fluid that approximates the response of viscoplastic fluids	numerical heat boundary order flow
-1	317	Prolonged Post-Polymerization Biocompatibility of Polymethylmethacrylate-Tri-n-Butylborane (PMMA-TBB) Bone Cement.	health care study research used
28	318	Low Superior Pubic Ramus Screw Failure Rate With Combined Anterior and Posterior Pelvic Ring Fixation.	fracture fractures fixation trauma injuries
-1	319	The Effect of Laparoscopic Endometrioma Surgery on Anti-Müllerian Hormone: A Systematic Review of the Literature and Meta-Analysis	health care study research used
11	320	Ratiometric Thermometry Using Thermochromic Tb3+:Mn4+:Na4Mg(WO4)3 Phosphors.	films charge hydrogen materials electron
