Topic	Doc_ID	Title	Tag
4	304	CELL SELECTION METHOD, NETWORK DEVICE AND TERMINAL	Tag
-1	305	MESENCHYMAL STEM CELLS FOR TREATMENT OF SKIN DISORDERS AND SKIN PROBLEMS	Tag
19	306	VEHICLE TO INFRASTURE SYSTEM AND METHOD WITH LONG WAVE INFRARED CAPABILITY	Tag
-1	307	ROTOR FOR A WIND TURBINE AND WIND TURBINE	Tag
-1	308	MAGNETIC SENSOR	Tag
17	309	STABILIZATION OF AMYLOIDOGENIC IMMUNOGLOBULIN LIGHT CHAINS	Tag
0	310	DETECTION METHOD OF METAL IMPURITY IN WAFER	Tag
-1	311	MOBILE CART AND DOCKING STATION FOR USE WITH A MEDICAL DEVICE	Tag
-1	312	PROCESS FOR THE BIOLOGICAL PRODUCTION OF METHACRYLIC ACID AND DERIVATIVES THEREOF	Tag
17	313	USE OF AN ANTI-CD19 ANTIBODY TO TREAT AUTOIMMUNE DISEASE	Tag
5	314	CHAIN WEAR SENSOR	Tag
17	315	DERIVATIVES OF DOLAPROINE-DOLAISOLEUINE PEPTIDES	Tag
17	316	Antibody-based blockage of SARS-CoV-2-specific furin cleavage site	Tag
-1	317	METHOD FOR PRODUCING TRANSPARENT CONDUCTING FILM	Tag
0	318	LEAKAGE CURRENT BLOCKING CIRCUIT AND LEAKAGE CURRENT BLOCKING METHOD FOR DECOUPLING CAPACITOR	Tag
4	319	REAL-TIME TRACKING AND MANAGEMENT OF STANDARD WORKFLOWS	Tag
4	320	CYBERSECURITY INCIDENT RESPONSE AND SECURITY OPERATION SYSTEM EMPLOYING PLAYBOOK GENERATION THROUGH CUSTOM MACHINE LEARNING	Tag
-1	321	METHOD FOR DISTRIBUTING VIRTUAL VISUAL CONTENT	Tag
2	322	HIGH-PERFORMANCE POWER SUPPLY OF WIDE OUTPUT VOLTAGE RANGE, AND CONTROL METHOD THEREFOR	Tag
7	323	OPTICAL DEVICE	Tag
6	324	DISPLAY PANEL AND DISPLAY DEVICE USING THE SAME	Tag
-1	325	STABILIZING GESTURES IN ARTIFICIAL REALITY ENVIRONMENTS	Tag
0	326	CIRCUIT MODULES WITH FRONT-SIDE INTERPOSER TERMINALS AND THROUGH-MODULE THERMAL DISSIPATION STRUCTURES	Tag
6	327	DISPLAY APPARATUS	Tag
-1	328	MANUFACTURING METHOD AND MANUFACTURING DEVICE FOR LINK PART	Tag
-1	329	AI-BASED SMART HEALTH SURVEILLANCE SYSTEM AND METHOD	Tag
0	330	POWER MODULE	Tag
-1	331	PROJECTION OPTICAL SYSTEM AND HEAD-UP DISPLAY DEVICE MOUNTED ON AUTOMOBILE	Tag
4	332	SEMICONDUCTOR DEVICE AND METHOD OF MANUFACTURING THE SAME	Tag
9	333	CURRICULUM OPTIMISATION METHOD, APPARATUS, AND SYSTEM	Tag
4	334	DUAL CLASS OF SERVICE FOR UNIFIED FILE AND OBJECT MESSAGING	Tag
-1	335	DETECTION OF MISALIGNMENT HOTSPOTS FOR HIGH DEFINITION MAPS FOR NAVIGATING AUTONOMOUS VEHICLES	Tag
-1	336	METHODS AND SYSTEMS FOR IMPROVING INFECTION CONTROL IN A FACILITY	Tag
-1	337	STATOR FOR ELECTRIC MACHINE WITH MULTI-PART CONDUCTOR ASSEMBLY	Tag
12	338	NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM, AND PRINTING SYSTEM	Tag
14	339	LIQUID EJECTING APPARATUS AND CONTROL METHOD OF LIQUID EJECTING APPARATUS	Tag
4	340	DYNAMIC DETECTION OF SPECULATION VULNERABILITIES	Tag
-1	341	AUGMENTED REALITY-BASED DISPLAY METHOD AND DEVICE, AND STORAGE MEDIUM	Tag
-1	342	METHOD OF HANDLING OR MANIPULATING FLEXIBLE, DISSOLVABLE, POROUS ARTICLES	Tag
4	343	HYBRID MEMORY SYSTEM WITH CONFIGURABLE ERROR THRESHOLDS AND FAILURE ANALYSIS CAPABILITY	Tag
17	344	NOVEL CTHRC1-SPECIFIC ANTIBODY AND USE THEREOF	Tag
-1	345	COIL COMPONENT AND CIRCUIT BOARD HAVING SAME	Tag
1	346	COOLING STRUCTURE OF BATTERY MODULE FOR ELECTRIC VEHICLE	Tag
-1	347	GEARBOX AND DRIVING DEVICE USING THE SAME	Tag
7	348	SYSTEM AND METHOD FOR EMULATING ECHO SIGNALS FOR A LIDAR SENSOR	Tag
-1	349	DEVICE FOR MEASURING RHEOLOGICAL PROPERTIES OF HIGH-VISCOSITY MATERIAL AND MEASUREMENT METHOD THEREFOR	Tag
20	350	DAMPER DEVICE	Tag
17	351	BI-FUNCTIONAL HUMANIZED ANTI-C5 ANTIBODIES AND FACTOR H FUSION PROTEINS AND USES THEREOF	Tag
-1	352	HYDROCRACKING OPERATION WITH REDUCED ACCUMULATION OF HEAVY POLYNUCLEAR AROMATICS	Tag
17	353	METHODS FOR DIAGNOSING AND TREATING INFLAMMATORY BOWEL DISEASE IN COMPANION ANIMALS	Tag
17	354	TREATMENT OF LIVER FAILURE BY EX VIVO REPROGRAMMED IMMUNE CELLS	Tag
-1	355	ORGANIC LIGHT EMITTING DISPLAY DEVICE	Tag
10	356	UNMANNED MOBILE ROBOT AND SOFTWARE FOR CLINICAL EXAMINATION AND TREATMENT	Tag
-1	357	EX VIVO SYSTEMS AND METHODS FOR DETERMINING THE EFFECT OF A DRUG OR OTHER AGENT ON A TISSUE	Tag
0	358	CHIP PACKAGING STRUCTURE AND MANUFACTURING METHOD THEREOF	Tag
8	359	DEVICE AND METHOD FOR MEASURING AT LEAST ONE GEOMETRIC PARAMETER OF THE EYE	Tag
4	360	SIGNAL TRANSFER SYSTEM, SIGNAL TRANSFER DEVICE, ROUTE CONTROL DEVICE AND SIGNAL TRANSFER METHOD	Tag
0	361	USING FERROELECTRIC FIELD-EFFECT TRANSISTORS (FeFETs) AS CAPACITIVE PROCESSING UNITS FOR IN-MEMORY COMPUTING	Tag
0	362	PIEZOELECTRIC ELEMENT AND METHOD FOR MANUFACTURING THE SAME	Tag
7	363	Light Emitting Display Panel	Tag
4	364	METHOD, DEVICE, AND COMPUTER PROGRAM FOR STORING INDEX VALUES OF MONITORED OBJECTS	Tag
10	365	SYSTEM AND METHOD FOR CREATING BACKGROUND BLUR IN CAMERA PANNING OR MOTION	Tag
-1	366	METHOD OF GENERATING VIRTUAL TIRE SLIP SOUND IN VEHICLE	Tag
-1	367	A FLYWHEEL ARRANGEMENT, A VEHICLE AND A METHOD OF MANUFACTURING A FLYWHEEL ARRANGEMENT	Tag
-1	368	METHOD TO ANALYZE COMPOUNDS IN BIOLOGICAL SAMPLES	Tag
-1	369	CAPSULES INCLUDING EMBEDDED CORRUGATED HEATER, HEAT-NOT-BURN (HNB) AEROSOL-GENERATING DEVICES, AND METHODS OF GENERATING AN AEROSOL	Tag
0	370	Directly Driven Hybrid ICP-CCP Plasma Source	Tag
4	371	APPARATUSES, METHODS, AND SYSTEMS FOR INSTRUCTIONS FOR LOADING A TILE OF A MATRIX OPERATIONS ACCELERATOR	Tag
-1	372	MULTI-PHASE LABEL PLACEMENT PROCESS FOR RENDERING MAP TILES	Tag
15	373	LOW REFLECTANCE POWDER COATED ARTICLE	Tag
4	374	CONFIGURING VIRTUALIZATION SYSTEM IMAGES FOR A COMPUTING CLUSTER	Tag
-1	375	IMAGE RENDERING METHOD AND RELATED APPARATUS, TERMINAL AND STORAGE MEDIUM	Tag
-1	376	INTER PREDICTION CODING FOR GEOMETRY POINT CLOUD COMPRESSION	Tag
19	377	PHOTOGRAPHIC PADDLE AND PROCESS OF USE THEREOF	Tag
4	378	SYSTEMS AND METHODS FOR USER AUTHENTICATION	Tag
2	379	POWER CONVERSION DEVICE AND POWER TRANSFER SYSTEM	Tag
-1	380	PNEUMATIC TIRE	Tag
16	381	Detection of Target Nucleic Acid Molecules	Tag
-1	382	TIRE	Tag
-1	383	Multisensing Optical Fiber Cable	Tag
18	384	MEDICAL SYSTEM WITH MEDICAL DEVICE OVERLAY DISPLAY	Tag
18	385	ENDOVASCULAR CUTTING CATHETER AND RELATED METHOD	Tag
-1	386	CONTROL OF A HANDLING MACHINE	Tag
-1	387	METHOD AND REACTOR FOR PRODUCING ONE OR MORE PRODUCTS	Tag
19	388	DRIVING APPARATUS	Tag
19	389	CONTROL DEVICE, TASK SYSTEM, CONTROL METHOD AND CONTROL PROGRAM	Tag
19	390	LAND VEHICLE	Tag
15	391	ISOLATING COMPONENTS FROM PLANTS	Tag
18	392	SET OF TOOLS FOR INSTALLING AN IMPLANT	Tag
11	393	Electric Machine	Tag
9	394	CODING MODE DETERMINATION BASED ON COLOR FORMAT	Tag
18	395	MAGNETIC NANOPARTICLE PLAQUE CLEARANCE	Tag
-1	396	ROTARY CABLE MANAGEMENT SYSTEM FOR SENSOR PLATFORMS	Tag
-1	397	LASER POWDER BED FUSION FORMING DEVICE AND METHOD FOR LARGE-SIZE RING/FRAME-SHAPED METAL PIECE	Tag
-1	398	ZONAL CLEANING SYSTEM FOR TRANSPORT CONTAINERS	Tag
18	399	ELECTROSURGICAL SYSTEM	Tag
0	400	CAPACITIVE BLOCK COMPRISING A SPACER	Tag
4	401	Offline Voice Control	Tag
-1	402	COMPUTER-READABLE NON-TRANSITORY STORAGE MEDIUM HAVING STORED THEREIN INFORMATION PROCESSING PROGRAM, INFORMATION PROCESSING METHOD, INFORMATION PROCESSING SYSTEM, AND INFORMATION PROCESSING APPARATUS	Tag
18	403	MEDICINE-TAKING DETECTION SYSTEM AND INGESTION DEVICE	Tag
-1	404	EXTENDING DAS RANGE IN UNDERSEA CABLES USING LOOPBACKS	Tag
1	405	Electrode Binder Composition for Rechargeable Battery and Electrode Mixture Including the Same	Tag
-1	406	MAGNETIC RESONANCE IMAGE PROCESSING METHOD AND DEVICE, AND COMPUTER READABLE STORAGE MEDIUM	Tag
4	407	System and Method for a Self-Optimizing Reservation in Time of Compute Resources	Tag
3	408	METHOD AND APPARATUS FOR PROCESSING AUDIO SIGNAL BASED ON EXTENT SOUND SOURCE	Tag
-1	409	INSERTION DEVICE AND ENDOSCOPE	Tag
-1	410	Adjustable Perforating Gun Orientation System	Tag
4	411	CONTACT PADS OF THREE-DIMENSIONAL MEMORY DEVICE AND FABRICATION METHOD THEREOF	Tag
4	412	DYNAMIC DETECTION AND DYNAMIC ADJUSTMENT OF SUB-THRESHOLD SWING IN A MEMORY CELL SENSING CIRCUIT	Tag
17	413	COMPOUNDS FOR TREATING HUNTINGTON'S DISEASE	Tag
6	414	OPTICAL INPUT DIODES	Tag
10	415	IMAGING APPARATUS, IMAGING SYSTEM, AND IMAGING METHOD	Tag
17	416	CHEMICALLY DEFINED MEDIUM FOR DIFFERENTIATION OF MUSCLE STEM CELLS IN VITRO	Tag
-1	417	PRODUCT CONTAINERS AND CLOSURE ASSEMBLIES FOR PRODUCT CONTAINERS	Tag
3	418	DEVICES, SYSTEMS, AND METHODS FOR PERSONAL SPEECH RECOGNITION AND REPLACEMENT	Tag
-1	419	PRINTED CIRCUIT BOARD TRANSMISSION LINE UTILIZED AS MILLIMETER WAVE ATTENUATOR	Tag
7	420	PHOTONIC DEVICE STRUCTURE AND METHOD OF MANUFACTURING THE SAME, AND ELECTRO-OPTIC WAVEGUIDE	Tag
4	421	METHOD AND APPARATUS WITH MEMORY MANAGEMENT AND NEURAL NETWORK OPERATION	Tag
11	422	LINEAR MOTOR	Tag
-1	423	PERSONALIZED CALIBRATION-INDEPENDENT REGIONAL FIXATION PREDICTION FOR SIMULTANEOUS USERS OF A DIGITAL DISPLAY	Tag
0	424	SILICON CARBIDE MOSFET TRANSISTOR DEVICE WITH IMPROVED CHARACTERISTICS AND CORRESPONDING MANUFACTURING PROCESS	Tag
3	425	AUDIO SIGNAL PROCESSING METHOD AND SYSTEM FOR ECHO SUPPRESSION	Tag
-1	426	INPUT VALUE SETTING ASSISTING APPARATUS, INPUT VALUE SETTING ASSISTING METHOD AND PROGRAM	Tag
0	427	DISTRIBUTION PANEL FOR INTELLIGENTLY CONTROLLED SOLID-STATE CIRCUIT BREAKERS	Tag
4	428	SYSTEMS AND METHODS FOR SHAPING BEAMS PRODUCED BY ANTENNA ARRAYS	Tag
4	429	System and Method for Flash and RAM allocation for Reduced Power Consumption in a Processor	Tag
1	430	SYSTEMS, METHODS, AND APPARATUS FOR PRELITHIATION THROUGH LIQUID ALKALI METAL COMPOSITION SPRAY APPLICATION	Tag
6	431	DISPLAY DEVICE AND METHOD OF MANUFACTURING THE SAME	Tag
20	432	SYSTEM AND METHOD FOR SUPPORTING AND CONNECTING CONVEYOR TRACK	Tag
4	433	BANDWIDTH MANAGEMENT AND CONFIGURATION METHOD FOR CLOUD SERVICE, AND RELATED APPARATUS	Tag
-1	434	Two-Stage Open Structure of Vehicle Door	Tag
17	435	COMPOSITIONS AND METHODS FOR MAKING BENZYLISOQUINOLINE ALKALOIDS, MORPHINAN ALKALOIDS, THEBAINE, AND DERIVATIVES THEREOF	Tag
-1	436	FILTERS WITH BULK ACOUSTIC WAVE DEVICES	Tag
-1	437	RETROREFLECTIVE ARTICLE COMPRISING MULTIPLE LAYERS THAT DIFFER IN REFLECTIVITY	Tag
6	438	ARRAY SUBSTRATE, FABRICATING METHOD THEREOF, AND DISPLAY DEVICE	Tag
-1	439	INTERACTIVE HUMAN ACTIVITY TRACKING SYSTEM	Tag
17	440	COMPOSITIONS AND METHODS FOR MODIFICATION OF BIOMOLECULES	Tag
-1	441	ELECTRONIC DEVICE	Tag
8	442	LENS DRIVING DEVICE, CAMERA DEVICE, AND ELECTRONIC APPARATUS	Tag
-1	443	CULTIVATION CONTAINER AND OBSERVATION SYSTEM	Tag
2	444	POWER CONVERSION DEVICE AND MOTOR VEHICLE SYSTEM INCLUDING THE SAME	Tag
-1	445	STRESS REDUCING AND FLEXIBLE PINS FOR MEMS MIRRORS	Tag
-1	446	VIBRATION MEASUREMENT DEVICE	Tag
5	447	SALT-LEVEL SENSOR FOR WATER SOFTENER	Tag
18	448	APPARATUS AND METHOD FOR MINIMALLY INVASIVE SUTURING	Tag
17	449	USES OF PANTOTHENIC ACID IN PREPARATION OF A COMPOSITION FOR TREATING AND/OR PREVENTING TUMORS	Tag
4	450	SYSTEMS AND METHODS FOR IDENTIFYING SERVERS ON A RACK AND ASSIGNING THE PROPER IP ADDRESSES TO THE SERVERS BASED ON THEIR PHYSICAL LOCATIONS	Tag
7	451	Single Edge Lit Lighting Assembly With Asymmetric Light Distribution	Tag
15	452	METHOD AND RESIN IMPREGNATING DEVICE FOR PRODUCING A REINFORCING BAR	Tag
19	453	METHOD AND DEVICE FOR DETERMINING BOUNDARY POINTS OF BOTTOM SURFACE OF VEHICLE, ROADSIDE DEVICE AND CLOUD CONTROL PLATFORM	Tag
15	454	HAIR SHINE COMPOSITIONS	Tag
17	455	COMBINATION OF BIOMARKERS FOR DETECTING AND EVALUATING A HEPATIC FIBROSIS	Tag
4	456	SYSTEM-ON-CHIP AND METHOD FOR TESTING COMPONENT IN SYSTEM DURING RUNTIME	Tag
-1	457	VIBRATING MOTOR	Tag
15	458	POLYURETHANE FOAM MATERIALS HAVING REDUCED COLD-FLOW EFFECT AND METHOD FOR PRODUCING SAME	Tag
-1	459	SUBSTATION EQUIPMENT MONITORING USING A SCADA SYSTEM	Tag
-1	460	SEALING ASSEMBLY WITH IMPROVED GASKET	Tag
-1	461	EXTENSION DEVICE AND ELECTRONIC SYSTEM	Tag
8	462	LENS DRIVING DEVICE FOR CAMERA, CAMERA AND ELECTRONIC APPARATUS	Tag
-1	463	RECORDING DEVICE	Tag
20	464	HARDNESS ADJUSTMENT UNIT, SEAT, AND SEAT ADJUSTMENT SYSTEM	Tag
6	465	DISPLAY DEVICE	Tag
-1	466	ATOMIZER AND ELECTRONIC ATOMIZING DEVICE HAVING THE SAME	Tag
7	467	LASER FOCUSSING MODULE	Tag
17	468	5-AMINOLEVULINIC ACID FOR THE LOCAL TREATMENT OF INFLAMMATORY BOWEL DISEASE	Tag
15	469	POLYMER COMPOSITION FOR IMPROVED GRADE PLASTICS FROM RECYCLED MATERIAL	Tag
4	470	MANAGEMENT SYSTEM, MANAGEMENT METHOD, AND COMPUTER READABLE MEDIUM	Tag
20	471	EMBEDDED NUMERICAL CONTROL ROTARY TABLE	Tag
0	472	MULTILAYER CAPACITOR AND BOARD HAVING THE SAME MOUNTED THEREON	Tag
1	473	INSPECTION DEVICE AND MANUFACTURING METHOD OF FILM-TYPE BATTERY	Tag
4	474	SCALABLE ACTIONS FOR USER DATA REQUESTS	Tag
0	475	STEM FOR SEMICONDUCTOR PACKAGE	Tag
8	476	LENS DRIVING DEVICE, CAMERA MODULE, AND CAMERA-MOUNTED APPARATUS	Tag
14	477	Air Filtering Cover Engageable with Infant Carrier	Tag
18	478	DECISION TREE BASED SYSTEMS AND METHODS FOR ESTIMATING THE RISK OF ACUTE CORONARY SYNDROME	Tag
4	479	LOOP EXECUTION IN A RECONFIGURABLE COMPUTE FABRIC	Tag
20	480	TOWING EQUIPMENT FOR SPORTS	Tag
6	481	DISPLAY APPARATUS	Tag
4	482	METHOD AND SYSTEM FOR MENTAL INDEX PREDICTION	Tag
4	483	CONTENT TARGETING USING CONTENT CONTEXT AND USER PROPENSITY	Tag
4	484	MACHINE-LEARNING BASED ELECTRONIC ACTIVITY ACCURACY VERIFICATION AND DETECTION OF ANOMALOUS ATTRIBUTES AND METHODS THEREOF	Tag
-1	485	RESISTANCE DEVICE AND METHOD	Tag
-1	486	CASING BEAD APPARATUS	Tag
4	487	METHOD FOR PROTECTING EDGE DEVICE TRUST SCORE	Tag
8	488	LENS DRIVING DEVICE, CAMERA DEVICE, AND ELECTRONIC APPARATUS	Tag
4	489	METHOD FOR IDENTIFYING AND PARSING INDUSTRIAL CONTROL PROTOCOL BASED ON INDUSTRIAL GATEWAY	Tag
4	490	SECURE IDENTIFICATION OF COMPONENTS INSTALLED IN INFORMATION HANDLING SYSTEMS	Tag
4	491	SYSTEMS AND METHODS FOR UNIVERSAL SEQUENCING LOGIC CONFIGURATIONS IN INDUSTRIAL AUTOMATION	Tag
2	492	HIGH-GAIN QUASI-RESONANT DC-DC CONVERTER BASED ON VOLTAGE DOUBLING RECTIFIER CIRCUIT	Tag
-1	493	ELECTROLYSIS ELECTRODE AND PREPARATION METHOD THEREFOR, ELECTROLYSIS APPARATUS, AND CLOTHING TREATMENT DEVICE	Tag
13	494	Serviceable Temperature Protection System for Faucet and Method of Using Same	Tag
4	495	SEMICONDUCTOR MEMORY DEVICE	Tag
4	496	SYSTEM AND METHODS FOR PROGRAMMING NONVOLATILE MEMORY	Tag
-1	497	DUST REMOVAL APPARATUS, VEHICLE, AND DUST REMOVAL METHOD	Tag
15	498	CONDUCTIVE RESIN COMPOSITION, CIRCUIT BOARD FABRICATED USING CONDUCTIVE RESIN COMPOSITION, AND METHOD OF MANUFACTURING CIRCUIT BOARD	Tag
-1	499	Blast Movement Monitor, System and Method	Tag
17	500	METHODS OF TREATING PAIN	Tag
2	501	VEHICULAR BATTERY CHARGER, CHARGING SYSTEM, AND METHOD WITH USER-SELECTABLE OPERATION MODES	Tag
-1	502	DIGITAL MICROFLUIDIC AGGLUTINATION ASSAYS	Tag
10	503	SYSTEM FOR DETERMINING AUDIO AND VIDEO OUTPUT ASSOCIATED WITH A TEST DEVICE	Tag
19	504	LANE FOLLOWING ASSIST APPARATUS AND CONTROL METHOD THEREOF	Tag
4	505	CIRCUITRY AND APPARATUS	Tag
19	506	Traveling Control Method and Traveling Control Device for Vehicle	Tag
17	507	USE OF PRIDOPIDINE FOR THE TREATMENT OF FRAGILE X SYNDROME	Tag
-1	508	IMAGE RETARGETING METHOD AND DEVICE	Tag
17	509	INHALED POWDER FORMULATIONS	Tag
11	510	CONVERTING VIBRATION ENERGY TO ELECTRICAL ENERGY IN A VIBRATORY COMPACTION MACHINE	Tag
20	511	MODULAR CONTAINER TRANSPORT SYSTEMS	Tag
6	512	METHOD FOR WAKING UP AUDIO DEVICE, AND DISPLAY APPARATUS	Tag
-1	513	MICROWAVE OVEN	Tag
-1	514	BABY LOTION	Tag
-1	515	METHOD FOR DISPLAYING BATTERY LEVEL, ELECTRONIC DEVICE, AND COMPUTER STORAGE MEDIUM	Tag
-1	516	TRANSFER APPARATUS	Tag
-1	517	JOINT DEVICE	Tag
-1	518	DROUGHT RESISTANCE MULTIGENE CONSTRUCT	Tag
20	519	PORTABLE POWER ASSIST FOR MANUAL WHEELCHAIRS	Tag
15	520	Ultrasonic Yarn Drying System	Tag
7	521	MULTIDIMENSIONAL MATERIALS SENSING SYSTEMS AND METHODS	Tag
-1	522	DIGITAL PEN FOR BRUSH SIMULATION INPUT	Tag
-1	523	TOUCH SCREEN, DISPLAY PANEL, AND VEHICLE DIAGNOSIS EQUIPMENT	Tag
-1	524	MEDICAL IMAGE DIAGNOSIS APPARATUS AND MEDICAL INFORMATION DISPLAY CONTROLLING DEVICE	Tag
-1	525	SOUND TRANSDUCER AND ELECTRONIC DEVICE	Tag
7	526	HEADLAMP FOR VEHICLE	Tag
1	527	BATTERY MODULE	Tag
-1	528	A METHOD TO PREDICT THE PREDISPOSITION TO AN EXERCISE PERFORMANCE TRAIT IN A HUMAN INDIVIDUAL	Tag
0	529	CRYSTALLIZATION PROCESS OF OXIDE SEMICONDUCTOR, AND METHOD OF MANUFACTURING THIN FILM TRANSISTOR, A THIN FILM TRANSISTOR, A DISPLAY PANEL, AND AN ELECTRONIC DEVICE	Tag
7	530	LIGHT EMITTING DEVICE	Tag
7	531	MEMS ACTUATED ALVAREZ LENS FOR TUNABLE BEAM SPOT SIZE IN LIDAR	Tag
4	532	METHOD AND SYSTEM FOR EXECUTING NEW INSTRUCTIONS	Tag
4	533	RESERVATION MANAGEMENT SYSTEM, RESERVATION MANAGEMENT METHOD AND INFORMATION STORAGE MEDIUM	Tag
4	534	INFORMATION PROCESSING APPARATUS, INFORMATION PROCESSING METHOD, AND STORAGE MEDIUM	Tag
4	535	MANAGEMENT OF DOWNLOADS FROM A NETWORK-BASED DIGITAL DATA REPOSITORY BASED ON NETWORK PERFORMANCE	Tag
-1	536	METHOD AND APPARATUS FOR IDENTIFYING GAZE BEHAVIOR IN THREE-DIMENSIONAL SPACE, AND STORAGE MEDIUM	Tag
7	537	LIGHT-EMITTING MODULE AND METHOD OF MANUFACTURING LIGHT-EMITTING MODULE	Tag
17	538	COMPUTATIONAL REDUCTION VACCINE FOR COVID-19 ORIGINATING FROM CIVET SARS, BAT SARS, BETACOV BTRS, BETACOV BTRI, AND NEOROMICIA	Tag
-1	539	HYDRAULIC PRESSURE SUPPLY DEVICE	Tag
-1	540	METHOD AND SYSTEM FOR PREDICTIVE MAINTENANCE OF A MACHINERY ASSET	Tag
17	541	2,3-DIHYDRO-1H-PYRROLIZINE-7-FORMAMIDE DERIVATIVE AND APPLICATION THEREOF	Tag
18	542	GRAFT ANCHOR DEVICES, SYSTEMS AND METHODS	Tag
-1	543	MICROFLUIDIC CHIP HAVING INCREASED THROUGHPUT FOR USE IN A SYSTEM FOR DELIVERY OF A PAYLOAD INTO A CELL	Tag
-1	544	REACTIVE ADDITIVES IN MEMBRANE PREPARATION	Tag
6	545	Display Device	Tag
19	546	VEHICULAR SENSING SYSTEM AND VEHICLE	Tag
4	547	HOST-RESIDENT TRANSLATION LAYER VALIDITY CHECK TECHNIQUES	Tag
-1	548	MICRO-LED STRUCTURE AND MICRO-LED CHIP INCLUDING SAME	Tag
6	549	Display Device	Tag
7	550	A METHOD AND SYSTEM FOR CONVERTING POSITION OR MOMENTUM CORRELATION OF PHOTON PAIRS TO A POLARIZATION ENTANGLED PHOTON PAIR	Tag
7	551	VERTICAL-CAVITY SURFACE-EMITTING LASER ARRAY WITH INTEGRATED CAPACITOR	Tag
19	552	VEHICLE AND CONTROL METHOD THEREOF	Tag
-1	553	SENSOR CALIBRATION WITH ENVIRONMENT MAP	Tag
-1	554	SYSTEMS AND METHODS FOR BATTERY CHARGING USING CIRCUIT MODELING	Tag
4	555	SELECTING REPRESENTATIVE SCORES FROM CLASSIFIERS	Tag
-1	556	IMPROVED METHOD FOR PURGING PAINT CIRCUITS AND WATERBORNE PURGE CLEANER	Tag
-1	557	LED MODULE AND LIGHTING APPARATUS	Tag
13	558	OVERALL EFFICIENT HEAT DISSIPATION SYSTEM FOR HIGH POWER DENSITY CABINET	Tag
0	559	SEMICONDUCTOR DEVICE MANUFACTURE WITH IN-LINE HOTSPOT DETECTION	Tag
14	560	FLUID PROCESSING DEVICE AND METHOD	Tag
6	561	DISPLAY DEVICE	Tag
4	562	Indexing-Based Feedback Codes and Methods of Use	Tag
4	563	APPARATUS AND METHOD FOR PERFORMING A RANDOM ACCESS IN A WIRELESS COMMUNICATION SYSTEM	Tag
-1	564	ORTHODONTIC APPLIANCE AND PLIERS FOR ORTHODONTICS	Tag
4	565	INFORMATION COMMUNICATION SYSTEM AND INFORMATION COMMUNICATION METHOD	Tag
-1	566	WAFER SUPPORT PIN LIFTING DEVICE	Tag
4	567	CONTROL METHOD, PROGRAM, AND TERMINAL	Tag
4	568	SYSTEMS AND METHODS FOR IN-PROCESS URL CONDEMNATION	Tag
3	569	HELMET FOR COMMUNICATION IN EXTREME WIND AND ENVIRONMENTAL NOISE	Tag
4	570	MEMORY SYSTEM AND OPERATING METHOD THEREOF	Tag
0	571	SEMICONDUCTOR DEVICE FOR SETTING OPTIONS OF I/O INTERFACE CIRCUITS	Tag
13	572	LIQUID FLOW DISTRIBUTION USING ONE OR MORE NEURAL NETWORKS	Tag
-1	573	SUBSTRATE TREATMENT APPARATUS AND SUBSTRATE TREATMENT METHOD	Tag
10	574	METHOD FOR GENERATING AN ADAPTIVE MULTIPLANE IMAGE FROM A SINGLE HIGH-RESOLUTION IMAGE	Tag
-1	575	ROOM-TEMPERATURE SELECTIVE SWELLING METHOD OF PORE-FORMING USED FOR PREPARING SEPARATION MEMBRANES	Tag
-1	576	MULTIPART CONNECTOR FOR CONVEYING POWER	Tag
15	577	ADSORBENT COMPRISING CARBOXYLIC ACID DIMER AND PREPARATION METHOD THEREOF	Tag
4	578	TEMPORAL KNOWLEDGE GRAPH COMPLETION METHOD AND APPARATUS BASED ON RECURSION	Tag
-1	579	ADHESIVE SKIN PATCH MATERIAL	Tag
-1	580	BIOTECHNOLOGICAL PRODUCTION OF FLAVORINGS FROM POMACES OF THE CURRANT, STRAWBERRY, RASPBERRY AND WINE INDUSTRY	Tag
13	581	Thermal Buoyant High Efficient System	Tag
-1	582	MONITORING SYSTEM	Tag
4	583	APPARATUS FOR GENERATING A SIGNATURE THAT REFLECTS THE SIMILARITY OF A MALWARE DETECTION AND CLASSIFICATION SYSTEM BASED ON DEEP NEURAL NETWORKS, METHOD THEREFOR, AND COMPUTER-READABLE RECORDING MEDIUM RECORDED WITH A PROGRAM FOR PERFORMING THE METHOD	Tag
-1	584	LINEARLY DRIVEN ROTARY LOCKING MECHANISM	Tag
10	585	IMAGE CAPTURING DEVICE, IMAGE CAPTURING METHOD, AND PROGRAM	Tag
17	586	PREPARATION FOR IMPROVING ACTIVITY AND/OR THERMAL STABILITY OF SUPEROXIDE DISMUTASE, AND APPLICATION THEREOF	Tag
20	587	DRIVE DEVICE	Tag
4	588	SYSTEMS AND METHODS FOR PERFORMING END-TO-END LINK-LAYER AND IP-LAYER HEALTH CHECKS BETWEEN A HOST MACHINE AND A NETWORK VIRTUALIZATION DEVICE	Tag
-1	589	SUPPORT BRACKET APPARATUS	Tag
4	590	LOCKLESS HANDLING OF BUFFERS FOR REMOTE DIRECT MEMORY ACCESS (RDMA) I/O OPERATIONS	Tag
-1	591	COATING DEVICE AND CARRIER SEAT THEREOF	Tag
9	592	INTERFACE FOR FRAMING VIDEOS	Tag
